init train,0,154.3464387084505
train,5,142.67610215201253
train,10,140.0483259755476
train,15,135.00767971428724
train,20,133.69478381791606
train,25,133.06169921312946
train,30,130.8189073722255
train,35,127.74874030283566
train,40,127.47833428146578
train,45,126.5788600565321
train,50,126.34860852343553
train,55,124.25123922040254
train,60,126.64409002186783
train,65,122.79878145010345
train,70,121.13357085244313
train,75,120.5909992164739
train,80,120.95089405511965
train,85,119.5987790606939
train,90,118.90414281065762
train,95,118.1579432032648
train,100,117.94078821625602
train,200,116.94237935653133
train,300,120.25249732916109
train,400,118.07469747797003
train,500,116.27917296699462
train,600,116.58093954421012
train,700,116.248611974657
train,800,117.11687367962031
train,900,115.99804542112692
train,1000,115.06535375043441
test,0,160.76771828723315
test,200,113.07041684406555
time,105.39002871513367,0
