init train,0,356.77745090131083
train,5,356.71828922229565
train,10,356.6845922118197
train,15,356.6411782251331
train,20,356.58145869773745
train,25,356.5094249016274
train,30,356.38511415351866
train,35,356.2004819155424
train,40,355.92570105975386
train,45,355.54257708549613
train,50,355.0384317135107
train,55,354.40845334380975
train,60,353.5336366041123
train,65,352.3762610232423
train,70,350.79398203138715
train,75,348.6876216778299
train,80,345.93277733540975
train,85,342.5883314657992
train,90,338.741595680389
train,95,334.46942792487795
train,100,329.93928922637195
train,200,292.3085313125798
train,300,287.5042645734295
train,400,284.33468843216696
train,500,281.4267593556903
train,600,279.2546689976436
test,0,386.6437405784901
test,100,289.54673330581267
time,3929.08158826828,0
