init train,0,142.69093096505563
train,5,125.53155186795858
train,10,120.33492209462536
train,15,117.40565584762298
train,20,116.89955681724722
train,25,115.7729949823437
train,30,111.98571202569286
train,35,110.94530457338249
train,40,108.65340568521002
train,45,111.52161916248865
train,50,113.45356497190856
train,55,110.10630800728339
train,60,110.49334032576311
train,65,108.37145435570419
train,70,108.33541642695708
train,75,110.06398052604567
train,80,107.62784681110456
train,85,108.01174619631286
train,90,107.6127434892119
train,95,110.5903625690796
train,100,111.44139506584523
train,200,110.03123764402366
train,300,105.57132268808283
train,400,102.63916657929603
train,500,109.96913347822557
train,600,108.61323134286535
train,700,105.94144968826741
train,800,102.59569509746409
train,900,110.0177522129157
train,1000,105.24061032345563
test,0,146.5428322085428
test,200,107.54024372624293
time,107.20074582099915,0
