init train,0,1081.642754414884
train,5,975.9754648560606
train,10,963.7442892036329
train,15,949.3781783219873
train,20,943.6876335052131
train,25,930.8869953480202
train,30,923.9746198662639
train,35,924.8470373447664
train,40,913.2886455305265
train,45,910.4178510368153
train,50,907.2248449203539
train,55,906.0475980773622
train,60,901.4906297262403
train,65,903.3660456451585
train,70,907.0519074832023
train,75,903.0987917379287
train,80,920.3064544848131
train,85,908.5194190783646
train,90,906.6822664751708
train,95,904.6008818785526
train,100,908.9371234391747
train,200,894.7080327927887
train,300,889.0840171040024
train,400,887.3103852377192
train,500,878.73855741342
train,600,892.2879156397265
train,700,881.2078426509886
train,800,885.7504768814823
train,900,881.3575709082722
train,1000,883.4063158076682
test,0,997.4582170870639
test,200,932.9770682437437
time,113.29666447639465,0
