init train,0,146.21647175655704
train,5,127.69055694985946
train,10,125.5964584330853
train,15,126.87295348627939
train,20,124.21930547835706
train,25,124.4788081943273
train,30,121.81576374316812
train,35,123.37045974686686
train,40,122.02660190087316
train,45,120.86022311644514
train,50,123.22512219312841
train,55,119.98555447980813
train,60,121.13017879831385
train,65,118.69708077943893
train,70,122.36534805227892
train,75,120.49836223435302
train,80,117.85976430397692
train,85,120.68558472228207
train,90,121.78116387260532
train,95,121.63144819308786
train,100,120.16206532754781
train,200,120.48439220941009
train,300,120.30124760116757
train,400,120.98171954377878
train,500,120.46221657057373
train,600,121.46677037103572
train,700,122.53440815304167
train,800,124.60120956104156
train,900,123.17546237983052
train,1000,119.47106614955302
test,0,154.12204484013543
test,200,139.07346949098178
time,108.77220320701599,0
