init train,0,1038.2718127103892
train,5,855.2336872843866
train,10,858.2606710288136
train,15,840.7649717311918
train,20,833.6563511209444
train,25,846.2358157893818
train,30,844.0601563255503
train,35,837.3181027118521
train,40,846.3169613300228
train,45,833.0166297697284
train,50,831.790206890351
train,55,818.8438859123231
train,60,848.9552054733815
train,65,826.194421898647
train,70,816.2494806068395
train,75,803.6089101334745
train,80,809.6753798461116
train,85,807.116481317355
train,90,816.510686126761
train,95,819.8693573323178
train,100,808.0769142605138
train,200,830.6053972023512
train,300,800.3856984087265
train,400,815.6312751374512
train,500,841.20007037577
train,600,823.2219996088756
train,700,815.5804137340696
train,800,817.6007590563063
train,900,807.720968132022
train,1000,818.6552790466626
test,0,1161.4156854830278
test,200,975.5076362291277
time,118.40977478027344,0
