init train,0,143.56640694765346
train,5,126.0101714217605
train,10,125.09686474760261
train,15,121.04084683773142
train,20,118.59512501012783
train,25,115.8643085349135
train,30,115.54383515118269
train,35,114.22781408832836
train,40,110.25115706416956
train,45,111.88115819889784
train,50,112.22726284040726
train,55,111.26531368491084
train,60,110.82645957409666
train,65,109.4696263623675
train,70,111.78057935067407
train,75,110.96883102657415
train,80,109.0044709030061
train,85,111.69789768356443
train,90,107.53602222661378
train,95,108.4821176276473
train,100,108.1187154638488
train,200,106.90265519705892
train,300,107.58947440674825
train,400,107.28686654441917
train,500,101.54918041836055
train,600,102.24782933115222
train,700,107.61805718508965
train,800,109.50584827193923
train,900,103.15781512086042
train,1000,103.11629461476251
test,0,166.43030535381286
test,200,114.44522283030645
time,167.69154167175293,0
